id,location_name,emerging,cost_class,country_id,modified_by,state_id,created_by,created_on,modified_on,talent_flag,latitude,longitude
151,"Bielefeld Area, Germany",No,High Cost,9.0,Vigneshwarans,125.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:28.863885,False,52.0302285,8.532470800000002
171,"Bonn Area, Germany",No,High Cost,9.0,Vigneshwarans,125.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:29.033092,False,50.73743,7.0982068
174,"Landshut Area, Germany",No,High Cost,9.0,Vigneshwarans,123.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:30.119332,False,48.5441917,12.1468532
150,"Berlin Area, Germany",No,High Cost,9.0,Vigneshwarans,124.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:30.341463,False,52.52000659999999,13.404954
160,"Frankfurt Am Main Area, Germany",No,High Cost,9.0,Vigneshwarans,130.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:31.356258,False,50.1109221,8.6821267
178,"Munich Area, Germany",No,High Cost,9.0,Vigneshwarans,123.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:32.090834,False,48.1351253,11.5819805
192,"Essen Area, Germany",No,High Cost,9.0,Vigneshwarans,125.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:32.335242,False,51.4556432,7.0115552
191,"Wurzburg Area, Germany",No,High Cost,9.0,Vigneshwarans,123.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:32.770818,False,49.79130439999999,9.9533548
154,"Cologne Area, Germany",No,High Cost,9.0,Vigneshwarans,125.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:32.984799,False,50.937531,6.9602786
193,"Ahmedabad Area, India",Yes,Low Cost,10.0,Vigneshwarans,140.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:33.490923,False,23.022505,72.5713621
204,"Lucknow Area, India",Yes,Low Cost,10.0,Yuvraj,148.0,,2019-06-07 19:36:30.206033,2022-01-05 11:15:01.883563,False,26.8466937,80.94616599999999
1023,"Bhopal Area, India",Yes,Low Cost,10.0,Yuvraj,146.0,,2019-06-07 19:36:30.206033,2022-01-06 04:11:14.761172,False,23.2599333,77.412615
197,"Cochin Area, India",Yes,Low Cost,10.0,Vigneshwarans,143.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:34.761628,False,9.9312328,76.26730409999999
198,"Coimbatore Area, India",Yes,Low Cost,10.0,Vigneshwarans,142.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:35.026827,False,11.0168445,76.9558321
199,"Dharwad Area, India",Yes,Low Cost,10.0,Vigneshwarans,3.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:35.182214,False,15.4589236,75.007808
201,"Hyderabad Area, India",Yes,Low Cost,10.0,Vigneshwarans,145.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:36.215948,False,17.385044,78.486671
203,"Jamshedpur Area, India",Yes,Low Cost,10.0,Vigneshwarans,147.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:36.731546,False,22.8045665,86.2028754
205,"Mangalore Area, India",Yes,Low Cost,10.0,Vigneshwarans,3.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:37.194420,False,12.9141417,74.8559568
206,"Mapusa Area, India",Yes,Low Cost,10.0,Vigneshwarans,149.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:37.328342,False,15.6002273,73.8124984
207,"Mumbai Area, India",Yes,Low Cost,10.0,Vigneshwarans,1.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:37.611492,False,19.0759837,72.8776559
200,"National Capital Region, India",Yes,Low Cost,10.0,Vigneshwarans,144.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:38.471376,False,28.4020007,76.8259652
208,"Pune Area, India",Yes,Low Cost,10.0,Vigneshwarans,1.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:38.727815,False,18.5204303,73.8567437
209,"Rohtak Area, India",Yes,Low Cost,10.0,Vigneshwarans,150.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:38.916019,False,28.8955152,76.606611
210,"Thiruvananthapuram Area, India",Yes,Low Cost,10.0,Vigneshwarans,143.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:39.160318,False,8.5241391,76.9366376
211,"Vijayawada Area, India",Yes,Low Cost,10.0,Vigneshwarans,151.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:39.470881,False,16.5061743,80.6480153
194,"Bengaluru Area, India",Yes,Low Cost,10.0,Vigneshwarans,3.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:39.671514,False,12.9715987,77.5945627
195,"Chandigarh Area, India",Yes,Low Cost,10.0,Vigneshwarans,141.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:39.882272,False,30.7333148,76.7794179
212,"Nasik Area, India",Yes,Low Cost,10.0,Vigneshwarans,1.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:40.161273,False,19.9974533,73.78980229999999
213,"Vadodara Area, India",Yes,Low Cost,10.0,Vigneshwarans,140.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:40.400329,False,22.3071588,73.1812187
214,"Kolkata Area, India",Yes,Low Cost,10.0,Vigneshwarans,2.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:40.651177,False,22.572646,88.36389500000001
215,"Jaipur Area, India",Yes,Low Cost,10.0,Vigneshwarans,152.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:40.938383,False,26.9124336,75.7872709
216,"Aurangabad Area, India",Yes,Low Cost,10.0,Vigneshwarans,1.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:41.251090,False,19.8761653,75.3433139
196,"Chennai Area, India",Yes,Low Cost,10.0,Vigneshwarans,142.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:41.524021,False,13.0826802,80.2707184
217,"Ancona Area, Italy",No,High Cost,11.0,Vigneshwarans,170.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:41.781223,False,43.6158299,13.518915
218,"Aosta Area, Italy",No,High Cost,11.0,Vigneshwarans,171.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:42.040800,False,45.7349551,7.313076199999999
220,"Bologna Area, Italy",No,High Cost,11.0,Vigneshwarans,173.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:42.649620,False,44.494887,11.3426162
221,"Brescia Area, Italy",No,High Cost,11.0,Vigneshwarans,174.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:42.965851,False,45.5415526,10.2118019
222,"Caserta Area, Italy",No,High Cost,11.0,Vigneshwarans,175.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:43.156195,False,41.0854362,14.367553
223,"Catania Area, Italy",No,High Cost,11.0,Vigneshwarans,176.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:43.421012,False,37.5078772,15.0830304
224,"Como Area, Italy",No,High Cost,11.0,Vigneshwarans,174.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:43.647167,False,45.8080597,9.0851765
225,"Foggia Area, Italy",No,High Cost,11.0,Vigneshwarans,172.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:43.961419,False,41.4621984,15.5446302
226,"Genoa Area, Italy",No,High Cost,11.0,Vigneshwarans,177.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:44.220993,False,44.4056499,8.946256
227,"L'Aquila Area, Italy",No,High Cost,11.0,Vigneshwarans,178.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:44.421098,False,42.3498479,13.3995091
228,"Latina Area, Italy",No,High Cost,11.0,Vigneshwarans,179.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:44.657211,False,41.4675671,12.9035965
229,"Lecce Area, Italy",No,High Cost,11.0,Vigneshwarans,172.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:45.207726,False,40.3515155,18.1750161
230,"Livorno Area, Italy",No,High Cost,11.0,Vigneshwarans,180.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:45.474109,False,43.548473,10.3105674
231,"Milan Area, Italy",No,High Cost,11.0,Vigneshwarans,174.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:46.720123,False,45.4642035,9.189982
232,"Modena Area, Italy",No,High Cost,11.0,Vigneshwarans,173.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:47.583602,False,44.647128,10.9252269
234,"Padova Area, Italy",No,High Cost,11.0,Vigneshwarans,181.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:48.521472,False,45.4064349,11.8767611
235,"Palermo Area, Italy",No,High Cost,11.0,Vigneshwarans,176.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:48.711535,False,38.11569,13.3614868
236,"Pavia Area, Italy",No,High Cost,11.0,Vigneshwarans,174.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:48.921459,False,45.1847248,9.1582069
238,"Rovigo Area, Italy",No,High Cost,11.0,Vigneshwarans,181.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:49.412248,False,45.0698118,11.7902158
239,"Savona Area, Italy",No,High Cost,11.0,Vigneshwarans,177.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:49.560114,False,44.298387,8.464533099999999
240,"Sondrio Area, Italy",No,High Cost,11.0,Vigneshwarans,174.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:49.706751,False,46.1698583,9.8787674
241,"Trento Area, Italy",No,High Cost,11.0,Vigneshwarans,182.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:49.839933,False,46.0747793,11.1217486
242,"Treviso Area, Italy",No,High Cost,11.0,Vigneshwarans,181.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:50.019946,False,45.6668893,12.2430437
233,"Monza and Brianza Area, Italy",No,High Cost,11.0,Vigneshwarans,174.0,,2019-06-07 19:36:30.206033,2021-11-19 09:16:14.009100,False,45.623599,9.258801499999999
244,"Udine Area, Italy",No,High Cost,11.0,Vigneshwarans,184.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:51.619143,False,46.0710668,13.2345794
245,"Varese Area, Italy",No,High Cost,11.0,Vigneshwarans,174.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:52.075469,False,45.82059890000001,8.8250576
219,"Bari Area, Italy",No,High Cost,11.0,Vigneshwarans,172.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:52.834704,False,41.1171432,16.8718715
237,"Pisa Area, Italy",No,High Cost,11.0,Vigneshwarans,180.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:53.087511,False,43.7228386,10.4016888
247,"Asti Area, Italy",No,High Cost,11.0,Vigneshwarans,183.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:53.479948,False,44.90075119999999,8.2064257
248,"Reggio Emilia Area, Italy",No,High Cost,11.0,Vigneshwarans,173.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:53.665861,False,44.6989932,10.6296859
249,"Parma Area, Italy",No,High Cost,11.0,Vigneshwarans,173.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:53.873591,False,44.801485,10.3279036
250,"Chieti Area, Italy",No,High Cost,11.0,Vigneshwarans,178.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:54.091740,False,42.347886,14.1635845
251,"Chihuahua Area, Mexico",Yes,Low Cost,12.0,Vigneshwarans,191.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:54.648282,False,28.6329957,-106.0691004
252,"Guadalajara Area, Mexico",Yes,Low Cost,12.0,Vigneshwarans,192.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:55.309199,False,20.6596988,-103.3496092
253,"Leon Area, Mexico",Yes,Low Cost,12.0,Vigneshwarans,160.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:56.109299,False,21.1250077,-101.6859605
255,"Monterrey Area, Mexico",Yes,Low Cost,12.0,Vigneshwarans,194.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:56.822011,False,25.6866142,-100.3161126
256,"Puebla de Zaragoza Area, Mexico",Yes,Low Cost,12.0,Vigneshwarans,195.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:57.050827,False,19.0414398,-98.2062727
257,"Tlaquepaque Area, Mexico",Yes,Low Cost,12.0,Vigneshwarans,192.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:57.522722,False,20.6243088,-103.3212248
258,"Toluca Area, Mexico",Yes,Low Cost,12.0,Vigneshwarans,196.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:57.741530,False,19.2826098,-99.6556653
254,"Mexico City Area, Mexico",Yes,Low Cost,12.0,Vigneshwarans,193.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:58.171288,False,19.4326077,-99.133208
262,"Enschede Area, Netherlands",No,High Cost,13.0,Vigneshwarans,214.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:59.201168,False,52.2215372,6.8936619
263,"Groningen Area, Netherlands",No,High Cost,13.0,Vigneshwarans,215.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:59.501895,False,53.2193835,6.5665017
264,"Maastricht Area, Netherlands",No,High Cost,13.0,Vigneshwarans,216.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:59.641567,False,50.8513682,5.6909725
265,"Nijmegen Area, Netherlands",No,High Cost,13.0,Vigneshwarans,217.0,,2019-06-07 19:36:30.206033,2021-11-19 07:20:59.991331,False,51.8448837,5.842828099999999
267,"The Hague Area, Netherlands",No,High Cost,13.0,Vigneshwarans,7.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:01.374012,False,52.0704978,4.3006999
268,"Tilburg Area, Netherlands",No,High Cost,13.0,Vigneshwarans,213.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:01.801672,False,51.58525280000001,5.056375
269,"Utrecht Area, Netherlands",No,High Cost,13.0,Vigneshwarans,218.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:02.276090,False,52.09073739999999,5.1214201
270,"Breda Area, Netherlands",No,High Cost,13.0,Vigneshwarans,213.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:02.761292,False,51.5719149,4.768323
271,"Almere Stad Area, Netherlands",No,High Cost,13.0,Vigneshwarans,219.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:03.019442,False,52.3507849,5.2647016
261,"Eindhoven Area, Netherlands",No,High Cost,13.0,Vigneshwarans,213.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:03.146674,False,51.44164199999999,5.4697225
266,"Rotterdam Area, Netherlands",No,High Cost,13.0,Vigneshwarans,7.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:03.360448,False,51.9244201,4.4777326
260,"Amsterdam Area, Netherlands",No,High Cost,13.0,Vigneshwarans,212.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:03.490420,False,52.3666969,4.8945398
272,"Bielsko-Biala, Silesian District, Poland",Yes,Low Cost,14.0,Vigneshwarans,220.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:03.896290,False,49.8223768,19.0583845
273,"Katowice, Silesian District, Poland",Yes,Low Cost,14.0,Vigneshwarans,220.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:04.180831,False,50.26489189999999,19.0237815
274,"Rzeszow, Subcarpathian District, Poland",Yes,Low Cost,14.0,Vigneshwarans,221.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:04.325200,False,50.0411867,21.9991196
275,"Braga Area, Portugal",Yes,Low Cost,15.0,Vigneshwarans,234.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:04.496350,False,41.5454486,-8.426506999999999
276,"Lisbon Area, Portugal",Yes,Low Cost,15.0,Vigneshwarans,235.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:05.365558,False,38.7222524,-9.1393366
278,"Arad County, Romania",Yes,Low Cost,16.0,Vigneshwarans,245.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:05.668959,False,46.2283651,21.6597819
281,"Bucharest, Romania",Yes,Low Cost,16.0,Vigneshwarans,246.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:05.851708,False,44.4267674,26.1025384
282,"Cluj County, Romania",Yes,Low Cost,16.0,Vigneshwarans,247.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:05.980540,False,46.79417970000001,23.6121492
284,"Dolj County, Romania",Yes,Low Cost,16.0,Vigneshwarans,248.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:06.227858,False,44.1623022,23.6325054
287,"Olt County, Romania",Yes,Low Cost,16.0,Vigneshwarans,249.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:06.406532,False,44.200797,24.5022981
288,"Sibiu County, Romania",Yes,Low Cost,16.0,Vigneshwarans,250.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:06.600770,False,45.9269106,24.2254807
277,"Alba County, Romania",Yes,Low Cost,16.0,Yuvraj,244.0,,2019-06-07 19:36:30.206033,2022-05-17 10:10:04.076533,False,46.1558924,23.5556121
291,"Almeria Area, Spain",No,High Cost,17.0,Vigneshwarans,255.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:07.111598,False,36.834047,-2.4637136
292,"Badajoz Area, Spain",No,High Cost,17.0,Vigneshwarans,256.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:07.295286,False,38.8794495,-6.9706535
293,"Barcelona Area, Spain",No,High Cost,17.0,Vigneshwarans,257.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:08.356510,False,41.3850639,2.1734035
294,"Granada Area, Spain",No,High Cost,17.0,Vigneshwarans,255.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:08.570250,False,37.1773363,-3.5985571
295,"Jaen Area, Spain",No,High Cost,17.0,Vigneshwarans,255.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:08.980791,False,37.7795941,-3.784905699999999
298,"Palma Area, Spain",No,High Cost,17.0,Vigneshwarans,258.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:09.644643,False,39.5696005,2.6501603
299,"Seville Area, Spain",No,High Cost,17.0,Vigneshwarans,255.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:10.054755,False,37.3890924,-5.9844589
300,"Valencia Area, Spain",No,High Cost,17.0,Vigneshwarans,259.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:10.748580,False,39.4699075,-0.3762881
303,"Gijon Area, Spain",No,High Cost,17.0,Vigneshwarans,262.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:11.368714,False,43.5322015,-5.6611195
302,"Vigo Area, Spain",No,High Cost,17.0,Vigneshwarans,261.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:11.541382,False,42.24059889999999,-8.7207268
312,"Uppsala, Sweden",No,High Cost,18.0,Vigneshwarans,275.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:12.710135,False,59.85856380000001,17.6389267
310,"Stockholm, Sweden",No,High Cost,18.0,Vigneshwarans,274.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:12.980861,False,59.32932349999999,18.0685808
314,"Bath, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:13.288081,False,51.3810641,-2.3590167
315,"Belfast, United Kingdom",No,High Cost,19.0,Vigneshwarans,292.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:13.501626,False,54.59728500000001,-5.93012
316,"Blackburn, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:13.678803,False,53.748575,-2.487529
317,"Bradford, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:14.460542,False,53.795984,-1.759398
619,"Redhill, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:14.885553,False,51.239208,-0.16988
318,"Brighton, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:15.310304,False,50.82253000000001,-0.137163
319,"Taunton, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:15.508662,False,51.015344,-3.106849
320,"Bristol, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:15.628612,False,51.454513,-2.58791
321,"Cardiff, United Kingdom",No,High Cost,19.0,Vigneshwarans,293.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:15.990488,False,51.48158100000001,-3.17909
322,"Carlisle, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:16.178076,False,54.892473,-2.932931
323,"Colchester Area, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:16.374575,False,51.895927,0.8918740000000001
325,"Crewe, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:17.463266,False,53.10040499999999,-2.4438209
326,"Derby, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:17.821889,False,52.9225301,-1.4746186
327,"Dundee, United Kingdom",No,High Cost,19.0,Vigneshwarans,294.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:17.986370,False,56.462018,-2.970721
329,"Exeter, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:18.470662,False,50.718412,-3.533899
330,"Falkirk, United Kingdom",No,High Cost,19.0,Vigneshwarans,294.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:18.651255,False,56.00187750000001,-3.7839131
331,"Glasgow, United Kingdom",No,High Cost,19.0,Vigneshwarans,294.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:18.994224,False,55.864237,-4.251806
333,"Hull, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:19.741897,False,53.76762360000001,-0.3274198
334,"Inverness, United Kingdom",No,High Cost,19.0,Vigneshwarans,294.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:19.917747,False,57.477773,-4.224721
335,"Ipswich, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:20.056347,False,52.056736,1.14822
336,"Kingston upon Thames, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:20.467291,False,51.41233,-0.300689
337,"Leeds, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:20.751418,False,53.8007554,-1.5490774
338,"Leicester, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:21.230853,False,52.6368778,-1.1397592
341,"Newcastle upon Tyne, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:22.059101,False,54.978252,-1.61778
342,"Newport, United Kingdom",No,High Cost,19.0,Vigneshwarans,293.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:22.464085,False,51.584151,-2.997664
343,"Northampton, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:23.147492,False,52.240477,-0.9026560000000001
345,"Preston, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:24.327729,False,53.763201,-2.70309
347,"Romford, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:25.571692,False,51.577076,0.178319
348,"Sheffield, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:25.751701,False,53.38112899999999,-1.470085
615,"London, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:26.571372,False,51.5073509,-0.1277583
350,"Southampton, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:27.429968,False,50.90970040000001,-1.4043509
354,"Swansea, United Kingdom",No,High Cost,19.0,Vigneshwarans,293.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:28.458680,False,51.62144,-3.943645999999999
351,"Southend On Sea, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:30.048124,False,51.5459269,0.7077123
359,"Oldham, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:30.654108,False,53.5409298,-2.1113659
356,"Twickenham, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:30.818147,False,51.44458100000001,-0.335246
332,"Hemel Hempstead, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:31.017894,False,51.753241,-0.448632
340,"Milton Keynes, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:31.242301,False,52.0406224,-0.7594171
360,"Walsall, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:31.646101,False,52.586214,-1.982919
361,"Galashiels, United Kingdom",No,High Cost,19.0,Vigneshwarans,294.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:31.860877,False,55.623728,-2.814449
358,"Watford, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:32.036533,False,51.656489,-0.39032
362,"Harrow, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:32.231485,False,51.580559,-0.341995
349,"Slough, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:32.436427,False,51.51053839999999,-0.5950405999999999
352,"Saint Albans, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:32.606484,False,51.752725,-0.339436
357,"Warrington, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:32.827901,False,53.3900441,-2.5969501
346,"Reading, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:33.001055,False,51.4542645,-0.9781303
353,"Stockport, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:33.391098,False,53.3933086,-2.1266343
344,"Oxford, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:33.733419,False,51.7520209,-1.2577263
328,"Edinburgh, United Kingdom",No,High Cost,19.0,Vigneshwarans,294.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:33.923396,False,55.953252,-3.188267
339,"Liverpool, United Kingdom",No,High Cost,19.0,Vigneshwarans,8.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:34.037730,False,53.4083714,-2.9915726
365,"Allentown, Pennsylvania Area, United States",No,High Cost,20.0,Vigneshwarans,298.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:35.227876,False,40.6022939,-75.4714098
366,"Asheville, North Carolina Area, United States",No,High Cost,20.0,Vigneshwarans,299.0,,2019-06-07 19:36:30.206033,2021-11-19 07:21:35.438296,False,35.5950581,-82.5514869
